urn:lofts:fhg.neanthes_cyzicenus_lysimachus.neanthis_cyziceni_fragmenta.de_viris_illustribus.empedocles:20,urn:cite:lofts:fhg.neanthes_cyzicenus_lysimachus:20
urn:lofts:fhg.neanthes_cyzicenus_lysimachus.neanthis_cyziceni_fragmenta.de_viris_illustribus.empedocles:21,urn:cite:lofts:fhg.neanthes_cyzicenus_lysimachus:21
urn:lofts:fhg.neanthes_cyzicenus_lysimachus.neanthis_cyziceni_fragmenta.de_viris_illustribus.empedocles:22,urn:cite:lofts:fhg.neanthes_cyzicenus_lysimachus:22
urn:lofts:fhg.neanthes_cyzicenus_lysimachus.neanthis_cyziceni_fragmenta.de_viris_illustribus.empedocles:22.a,urn:cite:lofts:fhg.neanthes_cyzicenus_lysimachus:22.a
urn:lofts:fhg.neanthes_cyzicenus_lysimachus.neanthis_cyziceni_fragmenta.de_initiis.e_libro_primo:23,urn:cite:lofts:fhg.neanthes_cyzicenus_lysimachus:23
urn:lofts:fhg.neanthes_cyzicenus_lysimachus.neanthis_cyziceni_fragmenta.de_initiis.e_libro_secundo:24,urn:cite:lofts:fhg.neanthes_cyzicenus_lysimachus:24
urn:lofts:fhg.neanthes_cyzicenus_lysimachus.neanthis_cyziceni_fragmenta.de_initiis.e_libro_secundo:25,urn:cite:lofts:fhg.neanthes_cyzicenus_lysimachus:25
urn:lofts:fhg.neanthes_cyzicenus_lysimachus.neanthis_cyziceni_fragmenta.de_initiis.e_libro_secundo:26,urn:cite:lofts:fhg.neanthes_cyzicenus_lysimachus:26
urn:lofts:fhg.neanthes_cyzicenus_lysimachus.neanthis_cyziceni_fragmenta.de_initiis.e_libro_secundo:27,urn:cite:lofts:fhg.neanthes_cyzicenus_lysimachus:27
urn:lofts:fhg.neanthes_cyzicenus_lysimachus.neanthis_cyziceni_fragmenta.de_singularum_civitatum_narrationibus_fabulosis.e_libro_secundo:28,urn:cite:lofts:fhg.neanthes_cyzicenus_lysimachus:28
urn:lofts:fhg.neanthes_cyzicenus_lysimachus.neanthis_cyziceni_fragmenta.de_singularum_civitatum_narrationibus_fabulosis.e_libro_tertio:29,urn:cite:lofts:fhg.neanthes_cyzicenus_lysimachus:29
urn:lofts:fhg.neanthes_cyzicenus_lysimachus.neanthis_cyziceni_fragmenta.de_singularum_civitatum_narrationibus_fabulosis.e_libro_quinto:30,urn:cite:lofts:fhg.neanthes_cyzicenus_lysimachus:30
urn:lofts:fhg.neanthes_cyzicenus_lysimachus.neanthis_cyziceni_fragmenta.de_singularum_civitatum_narrationibus_fabulosis.e_libro_quinto:31,urn:cite:lofts:fhg.neanthes_cyzicenus_lysimachus:31
urn:lofts:fhg.neanthes_cyzicenus_lysimachus.neanthis_cyziceni_fragmenta.de_singularum_civitatum_narrationibus_fabulosis.e_libris_incertis:32,urn:cite:lofts:fhg.neanthes_cyzicenus_lysimachus:32
urn:lofts:fhg.neanthes_cyzicenus_lysimachus.neanthis_cyziceni_fragmenta.de_singularum_civitatum_narrationibus_fabulosis.e_libris_incertis:33,urn:cite:lofts:fhg.neanthes_cyzicenus_lysimachus:33
urn:lofts:fhg.neanthes_cyzicenus_lysimachus.neanthis_cyziceni_fragmenta.de_singularum_civitatum_narrationibus_fabulosis.e_libris_incertis:34,urn:cite:lofts:fhg.neanthes_cyzicenus_lysimachus:34
urn:lofts:fhg.neanthes_cyzicenus_lysimachus.neanthis_cyziceni_fragmenta.de_singularum_civitatum_narrationibus_fabulosis.e_libris_incertis:34,urn:cite:lofts:fhg.neanthes_cyzicenus_lysimachus:34
urn:lofts:fhg.neanthes_cyzicenus_lysimachus.neanthis_cyziceni_fragmenta.de_singularum_civitatum_narrationibus_fabulosis.e_libris_incertis:34,urn:cite:lofts:fhg.neanthes_cyzicenus_lysimachus:34
urn:lofts:fhg.neanthes_cyzicenus_lysimachus.neanthis_cyziceni_fragmenta.de_singularum_civitatum_narrationibus_fabulosis.e_libris_incertis:35,urn:cite:lofts:fhg.neanthes_cyzicenus_lysimachus:35
urn:lofts:fhg.neanthes_cyzicenus_lysimachus.neanthis_cyziceni_fragmenta.de_singularum_civitatum_narrationibus_fabulosis.e_libris_incertis:36,urn:cite:lofts:fhg.neanthes_cyzicenus_lysimachus:36
urn:lofts:fhg.nymphis_heracleota.nymphidis_heracleotae_fragmenta.historia_heracleae.liber_i:1,urn:cite:lofts:fhg.nymphis_heracleota:1
urn:lofts:fhg.nymphis_heracleota.nymphidis_heracleotae_fragmenta.historia_heracleae.liber_i:2,urn:cite:lofts:fhg.nymphis_heracleota:2
urn:lofts:fhg.nymphis_heracleota.nymphidis_heracleotae_fragmenta.historia_heracleae.liber_i:3,urn:cite:lofts:fhg.nymphis_heracleota:3
urn:lofts:fhg.nymphis_heracleota.nymphidis_heracleotae_fragmenta.historia_heracleae.liber_i:4,urn:cite:lofts:fhg.nymphis_heracleota:4
urn:lofts:fhg.nymphis_heracleota.nymphidis_heracleotae_fragmenta.historia_heracleae.liber_i:5,urn:cite:lofts:fhg.nymphis_heracleota:5
urn:lofts:fhg.nymphis_heracleota.nymphidis_heracleotae_fragmenta.historia_heracleae.liber_i:6,urn:cite:lofts:fhg.nymphis_heracleota:6
urn:lofts:fhg.nymphis_heracleota.nymphidis_heracleotae_fragmenta.historia_heracleae.liber_i:7,urn:cite:lofts:fhg.nymphis_heracleota:7
urn:lofts:fhg.nymphis_heracleota.nymphidis_heracleotae_fragmenta.historia_heracleae.liber_i:8,urn:cite:lofts:fhg.nymphis_heracleota:8
urn:lofts:fhg.nymphis_heracleota.nymphidis_heracleotae_fragmenta.historia_heracleae.liber_i:9,urn:cite:lofts:fhg.nymphis_heracleota:9
urn:lofts:fhg.nymphis_heracleota.nymphidis_heracleotae_fragmenta.historia_heracleae.liber_i:9,urn:cite:lofts:fhg.nymphis_heracleota:9
urn:lofts:fhg.nymphis_heracleota.nymphidis_heracleotae_fragmenta.historia_heracleae.liber_i:10,urn:cite:lofts:fhg.nymphis_heracleota:10
urn:lofts:fhg.nymphis_heracleota.nymphidis_heracleotae_fragmenta.historia_heracleae.e_libro_secundo:11,urn:cite:lofts:fhg.nymphis_heracleota:11
urn:lofts:fhg.nymphis_heracleota.nymphidis_heracleotae_fragmenta.historia_heracleae.e_libro_secundo:11,urn:cite:lofts:fhg.nymphis_heracleota:11
urn:lofts:fhg.nymphis_heracleota.nymphidis_heracleotae_fragmenta.historia_heracleae.e_libro_secundo:12,urn:cite:lofts:fhg.nymphis_heracleota:12
urn:lofts:fhg.nymphis_heracleota.nymphidis_heracleotae_fragmenta.historia_heracleae.e_libro_quarto:13,urn:cite:lofts:fhg.nymphis_heracleota:13
urn:lofts:fhg.nymphis_heracleota.nymphidis_heracleotae_fragmenta.historia_heracleae.e_libro_sexto:14,urn:cite:lofts:fhg.nymphis_heracleota:14
urn:lofts:fhg.nymphis_heracleota.nymphidis_heracleotae_fragmenta.historia_heracleae.e_libro_sexto:15,urn:cite:lofts:fhg.nymphis_heracleota:15
urn:lofts:fhg.nymphis_heracleota.nymphidis_heracleotae_fragmenta.historia_heracleae.e_libro_duodecimo:16,urn:cite:lofts:fhg.nymphis_heracleota:16
urn:lofts:fhg.nymphis_heracleota.nymphidis_heracleotae_fragmenta.asiae_periplus:17,urn:cite:lofts:fhg.nymphis_heracleota:17
urn:lofts:fhg.nymphis_heracleota.nymphidis_heracleotae_fragmenta.asiae_periplus:18,urn:cite:lofts:fhg.nymphis_heracleota:18
urn:lofts:fhg.nymphis_heracleota.nymphidis_heracleotae_fragmenta.asiae_periplus:19,urn:cite:lofts:fhg.nymphis_heracleota:19
urn:lofts:fhg.nymphis_heracleota.nymphidis_heracleotae_fragmenta.de_successoribus_alexandri.liber_ix:20,urn:cite:lofts:fhg.nymphis_heracleota:20
urn:lofts:fhg.philinus_agrigentinus.philini_agrigentini_fragmenta.bellum_punicum_primum:1,urn:cite:lofts:fhg.philinus_agrigentinus:1
urn:lofts:fhg.philinus_agrigentinus.philini_agrigentini_fragmenta.bellum_punicum_primum.e_libro_secundo:1,urn:cite:lofts:fhg.philinus_agrigentinus:1
urn:lofts:fhg.philinus_agrigentinus.philini_agrigentini_fragmenta.bellum_punicum_primum.e_libro_secundo:2,urn:cite:lofts:fhg.philinus_agrigentinus:2
urn:lofts:fhg.philinus_agrigentinus.philini_agrigentini_fragmenta.bellum_punicum_primum.e_libro_secundo:3,urn:cite:lofts:fhg.philinus_agrigentinus:3
urn:lofts:fhg.philinus_agrigentinus.philini_agrigentini_fragmenta.bellum_punicum_primum.e_libro_secundo:4,urn:cite:lofts:fhg.philinus_agrigentinus:4
urn:lofts:fhg.euphantus_olynthius.euphanti_olynthii_fragmenta.historiarum:1,urn:cite:lofts:fhg.euphantus_olynthius:1
urn:lofts:fhg.euphantus_olynthius.euphanti_olynthii_fragmenta.historiarum.e_libro_quarto:2,urn:cite:lofts:fhg.euphantus_olynthius:2
urn:lofts:fhg.sphaerus_bosporanus.sphaeri_bosporani_fragmenta.lacedaemoniorum_respublica:1,urn:cite:lofts:fhg.sphaerus_bosporanus:1
urn:lofts:fhg.sphaerus_bosporanus.sphaeri_bosporani_fragmenta.lacedaemoniorum_respublica.e_libro_tertio:2,urn:cite:lofts:fhg.sphaerus_bosporanus:2
urn:lofts:fhg.aratus_sicyonius.arati_sycionii_fragmenta.commentarii:1,urn:cite:lofts:fhg.aratus_sicyonius:1
urn:lofts:fhg.aratus_sicyonius.arati_sycionii_fragmenta.commentarii:2,urn:cite:lofts:fhg.aratus_sicyonius:2
urn:lofts:fhg.aratus_sicyonius.arati_sycionii_fragmenta.commentarii:3,urn:cite:lofts:fhg.aratus_sicyonius:3
urn:lofts:fhg.aratus_sicyonius.arati_sycionii_fragmenta.commentarii:4,urn:cite:lofts:fhg.aratus_sicyonius:4
urn:lofts:fhg.aratus_sicyonius.arati_sycionii_fragmenta.commentarii:4,urn:cite:lofts:fhg.aratus_sicyonius:4
urn:lofts:fhg.aratus_sicyonius.arati_sycionii_fragmenta.commentarii:5,urn:cite:lofts:fhg.aratus_sicyonius:5
urn:lofts:fhg.aratus_sicyonius.arati_sycionii_fragmenta.commentarii:6,urn:cite:lofts:fhg.aratus_sicyonius:6
urn:lofts:fhg.dinias_argivus.diniae_argivi_fragmenta.argolica.pars_prima.e_libro_primo:1,urn:cite:lofts:fhg.dinias_argivus:1
urn:lofts:fhg.dinias_argivus.diniae_argivi_fragmenta.argolica.pars_prima.e_libro_septimo:2,urn:cite:lofts:fhg.dinias_argivus:2
urn:lofts:fhg.dinias_argivus.diniae_argivi_fragmenta.argolica.pars_prima.e_libro_nono:3,urn:cite:lofts:fhg.dinias_argivus:3
urn:lofts:fhg.dinias_argivus.diniae_argivi_fragmenta.argolica.pars_prima.e_libris_incertis:4,urn:cite:lofts:fhg.dinias_argivus:4
urn:lofts:fhg.dinias_argivus.diniae_argivi_fragmenta.argolica.pars_prima.e_libris_incertis:5,urn:cite:lofts:fhg.dinias_argivus:5
urn:lofts:fhg.dinias_argivus.diniae_argivi_fragmenta.argolica.pars_prima.e_libris_incertis:6,urn:cite:lofts:fhg.dinias_argivus:6
urn:lofts:fhg.dinias_argivus.diniae_argivi_fragmenta.argolica.pars_prima.e_libris_incertis:7,urn:cite:lofts:fhg.dinias_argivus:7
urn:lofts:fhg.dinias_argivus.diniae_argivi_fragmenta.argolica.pars_prima.e_libris_incertis:8,urn:cite:lofts:fhg.dinias_argivus:8
urn:lofts:fhg.dinias_argivus.diniae_argivi_fragmenta.argolica.pars_prima.e_libris_incertis:9,urn:cite:lofts:fhg.dinias_argivus:9
urn:lofts:fhg.dionysius_argivus.dionysii_argivi_fragmenta:10,urn:cite:lofts:fhg.dionysius_argivus:10
urn:lofts:fhg.dionysius_argivus.dionysii_argivi_fragmenta:11,urn:cite:lofts:fhg.dionysius_argivus:11
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_asiae_civitatibus.e_libro_primo:1,urn:cite:lofts:fhg.philostephanus_cyrenaeus:1
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_asiae_civitatibus.e_libro_primo:2,urn:cite:lofts:fhg.philostephanus_cyrenaeus:2
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_asiae_civitatibus.e_libro_primo:3,urn:cite:lofts:fhg.philostephanus_cyrenaeus:3
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_asiae_civitatibus.e_libro_primo:4,urn:cite:lofts:fhg.philostephanus_cyrenaeus:4
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_asiae_civitatibus.e_libro_primo:5,urn:cite:lofts:fhg.philostephanus_cyrenaeus:5
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_asiae_civitatibus.e_libro_primo:6,urn:cite:lofts:fhg.philostephanus_cyrenaeus:6
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_asiae_civitatibus.e_libro_primo:7,urn:cite:lofts:fhg.philostephanus_cyrenaeus:7
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_asiae_civitatibus.e_libro_primo:8,urn:cite:lofts:fhg.philostephanus_cyrenaeus:8
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_cyllene.e_libro_primo:9,urn:cite:lofts:fhg.philostephanus_cyrenaeus:9
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.epirotica.e_libro_primo:9.a,urn:cite:lofts:fhg.philostephanus_cyrenaeus:9.a
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_insulis.de_cypro.e_libro_primo:10,urn:cite:lofts:fhg.philostephanus_cyrenaeus:10
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_insulis.de_cypro.e_libro_primo:11,urn:cite:lofts:fhg.philostephanus_cyrenaeus:11
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_insulis.de_cypro.e_libro_primo:12,urn:cite:lofts:fhg.philostephanus_cyrenaeus:12
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_insulis.de_cypro.e_libro_primo:13,urn:cite:lofts:fhg.philostephanus_cyrenaeus:13
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_insulis.de_cypro.e_libro_primo:14,urn:cite:lofts:fhg.philostephanus_cyrenaeus:14
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_insulis.e_siciliae_historia.e_libro_primo:15,urn:cite:lofts:fhg.philostephanus_cyrenaeus:15
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_insulis.e_siciliae_historia.e_libro_primo:16,urn:cite:lofts:fhg.philostephanus_cyrenaeus:16
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_insulis.e_siciliae_historia.e_libro_primo:17,urn:cite:lofts:fhg.philostephanus_cyrenaeus:17
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_insulis.de_calauria.e_libro_primo:18,urn:cite:lofts:fhg.philostephanus_cyrenaeus:18
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_insulis.de_stryme.e_libro_primo:19,urn:cite:lofts:fhg.philostephanus_cyrenaeus:19
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_fluviis_mirabilibus.e_libro_primo:20,urn:cite:lofts:fhg.philostephanus_cyrenaeus:20
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_fluviis_mirabilibus.e_libro_primo:21,urn:cite:lofts:fhg.philostephanus_cyrenaeus:21
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_fluviis_mirabilibus.e_libro_primo:22,urn:cite:lofts:fhg.philostephanus_cyrenaeus:22
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_fluviis_mirabilibus.e_libro_primo:23,urn:cite:lofts:fhg.philostephanus_cyrenaeus:23
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_fluviis_mirabilibus.e_libro_primo:24,urn:cite:lofts:fhg.philostephanus_cyrenaeus:24
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_fluviis_mirabilibus.e_libro_primo:25,urn:cite:lofts:fhg.philostephanus_cyrenaeus:25
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_fluviis_mirabilibus.e_libro_primo:26,urn:cite:lofts:fhg.philostephanus_cyrenaeus:26
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_fontibus_mirabilibus.e_libro_primo:27,urn:cite:lofts:fhg.philostephanus_cyrenaeus:27
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_inventis.e_libro_primo:28,urn:cite:lofts:fhg.philostephanus_cyrenaeus:28
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_inventis.e_libro_primo:29,urn:cite:lofts:fhg.philostephanus_cyrenaeus:29
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_inventis.e_libro_primo:30,urn:cite:lofts:fhg.philostephanus_cyrenaeus:30
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.de_inventis.e_libro_primo:31,urn:cite:lofts:fhg.philostephanus_cyrenaeus:31
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.commentarii.e_libro_primo:32,urn:cite:lofts:fhg.philostephanus_cyrenaeus:32
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.commentarii.e_libro_primo:33,urn:cite:lofts:fhg.philostephanus_cyrenaeus:33
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.commentarii.e_libro_primo:34,urn:cite:lofts:fhg.philostephanus_cyrenaeus:34
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.commentarii.e_libro_primo:35,urn:cite:lofts:fhg.philostephanus_cyrenaeus:35
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.commentarii.e_libro_primo:36,urn:cite:lofts:fhg.philostephanus_cyrenaeus:36
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.commentarii.e_libro_primo:37,urn:cite:lofts:fhg.philostephanus_cyrenaeus:37
urn:lofts:fhg.philostephanus_cyrenaeus.philostephani_cyrenaei_fragmenta.commentarii.e_libro_primo:38,urn:cite:lofts:fhg.philostephanus_cyrenaeus:38
urn:lofts:fhg.hermippus_callimachius.hermippi_callimachii_fragmenta.vitae.de_legumlatoribus.e_libro_primo:1,urn:cite:lofts:fhg.hermippus_callimachius:1
urn:lofts:fhg.hermippus_callimachius.hermippi_callimachii_fragmenta.vitae.de_legumlatoribus.e_libro_primo:2,urn:cite:lofts:fhg.hermippus_callimachius:2
urn:lofts:fhg.hermippus_callimachius.hermippi_callimachii_fragmenta.vitae.de_legumlatoribus.e_libro_secundo:3,urn:cite:lofts:fhg.hermippus_callimachius:3
urn:lofts:fhg.hermippus_callimachius.hermippi_callimachii_fragmenta.vitae.de_legumlatoribus.e_libris_iii-v:4,urn:cite:lofts:fhg.hermippus_callimachius:4
urn:lofts:fhg.hermippus_callimachius.hermippi_callimachii_fragmenta.vitae.de_legumlatoribus.e_libris_iii-v:5,urn:cite:lofts:fhg.hermippus_callimachius:5
urn:lofts:fhg.hermippus_callimachius.hermippi_callimachii_fragmenta.vitae.de_legumlatoribus.e_libris_iii-v:6,urn:cite:lofts:fhg.hermippus_callimachius:6
urn:lofts:fhg.hermippus_callimachius.hermippi_callimachii_fragmenta.vitae.de_legumlatoribus.e_libro_sexto:7,urn:cite:lofts:fhg.hermippus_callimachius:7
urn:lofts:fhg.hermippus_callimachius.hermippi_callimachii_fragmenta.vitae.de_septem_sapientibus.e_libro_sexto:8,urn:cite:lofts:fhg.hermippus_callimachius:8
urn:lofts:fhg.hermippus_callimachius.hermippi_callimachii_fragmenta.vitae.de_septem_sapientibus.e_libro_sexto:9,urn:cite:lofts:fhg.hermippus_callimachius:9
urn:lofts:fhg.hermippus_callimachius.hermippi_callimachii_fragmenta.vitae.de_septem_sapientibus.e_libro_sexto:10,urn:cite:lofts:fhg.hermippus_callimachius:10
urn:lofts:fhg.hermippus_callimachius.hermippi_callimachii_fragmenta.vitae.de_septem_sapientibus.e_libro_sexto:11,urn:cite:lofts:fhg.hermippus_callimachius:11
urn:lofts:fhg.hermippus_callimachius.hermippi_callimachii_fragmenta.vitae.de_septem_sapientibus.e_libro_sexto:12,urn:cite:lofts:fhg.hermippus_callimachius:12
urn:lofts:fhg.hermippus_callimachius.hermippi_callimachii_fragmenta.vitae.de_septem_sapientibus.e_libro_sexto:13,urn:cite:lofts:fhg.hermippus_callimachius:13
urn:lofts:fhg.hermippus_callimachius.hermippi_callimachii_fragmenta.vitae.de_septem_sapientibus.e_libro_sexto:14,urn:cite:lofts:fhg.hermippus_callimachius:14
urn:lofts:fhg.hermippus_callimachius.hermippi_callimachii_fragmenta.vitae.de_septem_sapientibus.e_libro_sexto:15,urn:cite:lofts:fhg.hermippus_callimachius:15
urn:lofts:fhg.hermippus_callimachius.hermippi_callimachii_fragmenta.vitae.de_septem_sapientibus.e_libro_sexto:16,urn:cite:lofts:fhg.hermippus_callimachius:16
urn:lofts:fhg.hermippus_callimachius.hermippi_callimachii_fragmenta.vitae.de_septem_sapientibus.e_libro_sexto:17,urn:cite:lofts:fhg.hermippus_callimachius:17
urn:lofts:fhg.hermippus_callimachius.hermippi_callimachii_fragmenta.vitae.de_septem_sapientibus.e_libro_sexto:18,urn:cite:lofts:fhg.hermippus_callimachius:18
urn:lofts:fhg.hermippus_callimachius.hermippi_callimachii_fragmenta.vitae.de_septem_sapientibus.e_libro_sexto:18,urn:cite:lofts:fhg.hermippus_callimachius:18
urn:lofts:fhg.hermippus_callimachius.hermippi_callimachii_fragmenta.vitae.de_septem_sapientibus.e_libro_sexto:19,urn:cite:lofts:fhg.hermippus_callimachius:19
urn:lofts:fhg.hermippus_callimachius.hermippi_callimachii_fragmenta.vitae.de_septem_sapientibus.e_libro_quarto:20,urn:cite:lofts:fhg.hermippus_callimachius:20
urn:lofts:fhg.hermippus_callimachius.hermippi_callimachii_fragmenta.vitae.de_philosophis_et_rhetoribus.e_libro_quarto:,urn:cite:lofts:fhg.hermippus_callimachius:
urn:lofts:fhg.hermippus_callimachius.hermippi_callimachii_fragmenta.vitae.de_philosophis_et_rhetoribus.de_pythagora_lib_i:21,urn:cite:lofts:fhg.hermippus_callimachius:21
urn:lofts:fhg.hermippus_callimachius.hermippi_callimachii_fragmenta.vitae.de_philosophis_et_rhetoribus.de_pythagora_lib_i:22,urn:cite:lofts:fhg.hermippus_callimachius:22
urn:lofts:fhg.hermippus_callimachius.hermippi_callimachii_fragmenta.vitae.de_philosophis_et_rhetoribus.de_pythagora_lib_i:22.a,urn:cite:lofts:fhg.hermippus_callimachius:22.a
